path,target
datasets/datasets/mostafaabla/garbage-classification/versions/1/garbage_classification/metal/metal110.jpg,Metal
datasets/roboflow/svm-plastic-and-metal/train/metal/metal918_jpg.rf.f690d64ca8222d7c514c92b6be2f9926.jpg,Metal
datasets/datasets/mostafaabla/garbage-classification/versions/1/garbage_classification/metal/metal580.jpg,Metal
datasets/roboflow/metal-zn5s0/train/metal-1516-_jpg.rf.00812f411746193eafc8a3e34fa059e2.jpg,Metal
datasets/roboflow/svm-plastic-and-metal/train/metal/metal243_jpg.rf.472994bce57e81fc93479b54367828b4.jpg,Metal
datasets/roboflow/svm-plastic-and-metal/test/metal/metal1624_jpg.rf.a312249363340e79118a7ef76df31c08.jpg,Metal
datasets/roboflow/metal-zn5s0/test/metal-2155-_jpg.rf.ce77461b4328892da2a2e3f6985b9810.jpg,Metal
datasets/datasets/joebeachcapital/realwaste/versions/1/realwaste-main/RealWaste/Metal/Metal_553.jpg,Metal
datasets/roboflow/svm-plastic-and-metal/train/metal/metal1207_jpg.rf.9bf90f2772c10d65fb6811548280817f.jpg,Metal
datasets/datasets/joebeachcapital/realwaste/versions/1/realwaste-main/RealWaste/Metal/Metal_400.jpg,Metal
datasets/roboflow/metal-f7t6c/train/metal161_jpg.rf.8358b9758219d585816235cb2b0fde09.jpg,Metal
datasets/roboflow/metal-zn5s0/train/metal-1683-_jpg.rf.3a9cc441e0f59dcbac9e1d09a8719327.jpg,Metal
datasets/roboflow/metal-zn5s0/train/metal-1425-_jpg.rf.2e800ce7d855a44f602e29bbecd28ea8.jpg,Metal
datasets/datasets/joebeachcapital/realwaste/versions/1/realwaste-main/RealWaste/Metal/Metal_714.jpg,Metal
datasets/roboflow/svm-plastic-and-metal/train/metal/metal790_jpg.rf.5575df75c37dacc365f1bda903ec4fce.jpg,Metal
datasets/roboflow/metal-zn5s0/train/metal-1424-_jpg.rf.d1d64aa09a08ea4c8f199bf82098c027.jpg,Metal
datasets/roboflow/tetrapak-xczol/train/C_060_jpg.rf.2f81460a7b5e4aa00f7c99816ae58890.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_82_jpg.rf.9288bb7be5f8331ca2650765d7d4ecb8.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/17_jpeg.rf.9b3c59064d5b31ff8ba46906b8ea18fd.jpg,Other
datasets/roboflow/egg-tray-count/train/images137_jpg.rf.3e1c18b29247c837f1f31e658f240dba.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/milkbox-108-_jpg.rf.99738d5fdf1b6168b380c34eb656e035.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_25_jpg.rf.311cf741ab36fea5a833d16e4bac6797.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_132_jpg.rf.796ec49909dfc6df4069bfa4a2b29c98.jpg,Other
datasets/roboflow/tetrapak-xczol/train/vina-75-_jpg.rf.79e4b369acf3a13eda3dc2f314a7f766.jpg,Other
datasets/roboflow/tetrapak-xczol/train/LINE_ALBUM_test_221220_152_jpg.rf.d6257b40a487d03ef0ec229d24e096e5.jpg,Other
datasets/roboflow/egg-tray-count/train/images139_jpg.rf.81c4c53345883d4e971bffd09449c854.jpg,Other
datasets/roboflow/egg-tray-count/train/images99_jpg.rf.cde7d922fa451b28082f80c14d39d79b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/67_jpeg.rf.c3a4ade4bcd684e615bbe8c6cd16d5ce.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_156_jpg.rf.5609ba2fa8230598117690776e6a7763.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/test/LINE_ALBUM_-2_-_194_jpg.rf.c83b56c5aa436e570d82f0d3f41e0de5.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-34-_jpg.rf.a4b04a35ca23aacb3102dd21a684dac3.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vina-113-_jpg.rf.a27e6916c8ff714ddc9061250a31dbb5.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/37_jpeg.rf.7a79768534262427bee39bb0b83f8fdd.jpg,Other
datasets/roboflow/tetrapak-xczol/test/y1_jpg.rf.11483ff25da7dad61656b0b3bc32e0e0.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_152_jpg.rf.500eae98772179352cea8e967a2589f0.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_149_jpg.rf.bed0ad98b55a9ba3cab1523e28979814.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/test/48_jpg.rf.ef4060e32c5b104557838b67797ac699.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_103_jpg.rf.0ba0a9a7263b0d4a9585fdcfef7a043f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_53_jpg.rf.cc75aebf4543271e5e53ee1385f44dcd.jpg,Other
datasets/roboflow/tetrapak-xczol/train/c2_jpg.rf.c662d9c2007a6dbbe08e2a6a078c49af.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_191_jpg.rf.6ffa48fda3286706fbe2f50fa954892f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_18_jpg.rf.2dcd9913362d7f68a45b37dc81d8e545.jpg,Other
datasets/roboflow/egg-tray-count/train/images106_jpg.rf.eca8f0c5302d9686fa39bc152814f751.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-143-_jpg.rf.73dc94a54d8a1d27900dc3eb4d6333b0.jpg,Other
datasets/roboflow/egg-tray-count/train/download114_jpg.rf.1ec81816f47289106e06e0992c52553e.jpg,Other
datasets/roboflow/tetrapak-xczol/train/C_061_jpg.rf.5532be31ca54204a38b38db190b5caa1.jpg,Other
datasets/roboflow/tetrapak-xczol/train/juice-7-_png_jpg.rf.85d5f3f2561c5be2b4dceb42eff7233b.jpg,Other
datasets/roboflow/egg-tray-count/train/images19_jpg.rf.0b33c491586f30e4fb93fefd27b1bf82.jpg,Other
datasets/roboflow/tetrapak-xczol/train/y40_jpg.rf.5e9526a723b3027aedf78295f560a0c4.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vfresh-33-_jpg.rf.d473b3ad4d9318e0d39800bd0241f658.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cm96_jpg.rf.01a09229393f7956c34154a3b807fd8e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_51_jpg.rf.e83cb5573831f0e049aca358c7530950.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_50_jpg.rf.4021c4db49d6145662f6c50d52bdb67b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_153_jpg.rf.95e0ce70867a23e48d7d7a9ffbb3d467.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_68_jpg.rf.398b4dd099308b84e30d6305d099271b.jpg,Other
datasets/roboflow/tetrapak-xczol/train/o45_jpg.rf.d8f05312faba698b829309dfff0a2a6b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/42_jpeg.rf.fdd3ea8db41a3cc8927eacc25dc582a4.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_64_jpg.rf.cc0564701aa1e486fc74a36cd9569e9f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/th_true-58-_jpg.rf.e8b4dbaf2d4979b4bc07412efdba7e7a.jpg,Other
datasets/roboflow/egg-tray-count/train/images111_jpg.rf.7d4a8a99b567a20fd714b782a378ff34.jpg,Other
datasets/roboflow/tetrapak-xczol/train/images499_jpg.rf.275d853cf83c2d7e754ec33e3d3a48f6.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-11-_jpg.rf.a695ed1f4c2dfce861a559876d802175.jpg,Other
datasets/roboflow/tetrapak-xczol/train/juice-40-_jpg.rf.b9ae991808d432d5b508f8c5d4a35743.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-274-_jpg.rf.372338d7254af649bd99b7b9594edae8.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_106_jpg.rf.32d440a3343b1d5cae126fb4a698f64f.jpg,Other
datasets/roboflow/egg-tray-count/train/images15_jpg.rf.cdfecdef1122b97ba52df563a3797d30.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/test/LINE_ALBUM_-2_-_151_jpg.rf.07e913cc71be1c115600d397c808c080.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_155_jpg.rf.0ba045f3f195624ccbc7aaf62df7bd8c.jpg,Other
datasets/roboflow/tetrapak-xczol/train/hop-127-_jpg.rf.d5a904bb68afeb68a9a84081aae143f6.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_113_jpg.rf.b0566fcefd756a842158d89b19e20093.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_61_jpg.rf.d801df74585bd85d115d99f17757d01e.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b60_jpg.rf.4df78cdc42c65fe9ee5be30ecc4ef26f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-260-_jpg.rf.06248d9256e4ca442af02140d238fed7.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/valid/LINE_ALBUM_-2_-_226_jpg.rf.0b44418cd0729b4b04b36c780c9d9619.jpg,Other
datasets/roboflow/egg-tray-count/train/images60_jpg.rf.613e28e143ef74f7673f7659a924cca6.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-173-_jpg.rf.acd1feeed9f2373519a1b9f34cc8820f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/valid/LINE_ALBUM_-2_-_140_jpg.rf.1887298abb858ed6a8952647e1fd4ffc.jpg,Other
datasets/roboflow/egg-tray-count/valid/images107_jpg.rf.9bda6b26e6a18c503ec8b4ccd0544ee2.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/valid/LINE_ALBUM_-2_-_64_jpg.rf.11f9ff818b31f691b3088a705334ac94.jpg,Other
datasets/roboflow/egg-tray-count/train/images42_jpg.rf.6e2516670cc348d7e81891816fa92b02.jpg,Other
datasets/roboflow/egg-tray-count/valid/images62_jpg.rf.19dae4770a31f9c0132d148515b9e6a4.jpg,Other
datasets/roboflow/tetrapak-xczol/train/th_true-102-_jpg.rf.edaacf5e7285a08add29cc3aa610e16e.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-284-_jpg.rf.b480950bfc5326225187ce2f5e7796a5.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vina-18-_jpeg_jpg.rf.ca11d9817303ffc1fcc9c2370272a570.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cc129_jpg.rf.7889df264450d45cc5e68268e720c4a9.jpg,Other
datasets/roboflow/tetrapak-xczol/train/c30_jpg.rf.01420264be9c021e5118fd42c3e45979.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vina-23-_jpg.rf.255f0109526120a181aaa4fb8faacf27.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cc85_jpg.rf.8ffb1d746933d28f1b3b6d847c4b9ab1.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/74_jpeg.rf.34054217dacba56987cd9bfc21d2c640.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cm90_jpg.rf.134184695defa84375e381a0d04d5e00.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_30_jpeg.rf.b2407d7ec8ab071c25abc97472e042ad.jpg,Other
datasets/roboflow/tetrapak-xczol/train/c45_jpg.rf.4e4270af9f63f9cf7993398d990ef4a5.jpg,Other
datasets/roboflow/egg-tray-count/train/download9_jpg.rf.bfa626c9814758b56332065e000ce310.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_116_jpg.rf.0e0b51ea1ced3c23b937aa8c68c13a8f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b15_jpg.rf.f5e1319fcb8f1e5b98e7c93b62bf1507.jpg,Other
datasets/roboflow/tetrapak-xczol/train/y55_jpg.rf.c78c499c4b77dbd77316972ce26a96cc.jpg,Other
datasets/roboflow/egg-tray-count/train/download6_jpg.rf.19e596efe5a55612495fcd67cf93eb89.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-27-_jpg.rf.9761f113f6100c8ec8ea1b4484affc1b.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-17-_jpg.rf.6a9098ba57b89c9b2f9b65f139bcf404.jpg,Other
datasets/roboflow/egg-tray-count/train/images60_jpg.rf.8b2b5df05eac6b61a6844e56571c9622.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-237-_jpg.rf.bf5da33100d9bdfea22c56534e66b2ca.jpg,Other
datasets/roboflow/tetrapak-xczol/train/vina-1-_jpg.rf.ead3480fe6e32428c7f1aa06bdc5cd28.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_216_jpg.rf.efa53794af519096d1aab1a815874375.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-242-_jpg.rf.c0abe0fc2c1c9e60d8e4469413beed47.jpg,Other
datasets/roboflow/egg-tray-count/train/images22_jpg.rf.ba41d4bb347c9ad7830b013a354493f2.jpg,Other
datasets/roboflow/tetrapak-xczol/train/D_21_jpg.rf.855ecd279581d8567ad888541fad359b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_12_jpg.rf.9e53958c469ce3c7035796db6dceaa45.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/hop-36-_jpg.rf.5b5a5be7c6c10baabfc4c486ed2adda3.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_202_jpg.rf.9ec98bfea835dfa0e151f83002f05f3f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b7_jpg.rf.8b506c24c2504f6bfab53cd34180b6b0.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_140_jpg.rf.655fcb2f53cbc42855e2eda4926744c7.jpg,Other
datasets/roboflow/tetrapak-xczol/train/LINE_ALBUM_test_221220_177_jpg.rf.0ee4a7b1858406efeeb754cb0095e5a9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_23_jpg.rf.bf52cec04c7d92199a7e4ca6e7e305a1.jpg,Other
datasets/roboflow/egg-tray-count/train/images-14_jpg.rf.bb40dfc06aba2851cea6ff86c36cf9d2.jpg,Other
datasets/roboflow/egg-tray-count/train/download33_jpg.rf.51199c2644cea110f2992eba0d352d2c.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/y25_jpg.rf.80467dcceaff0a10cd9831918343c084.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_137_jpg.rf.03e414d53301331fd2c8d7e9c5321950.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_44_jpg.rf.5a13a136bd33c457268e74c5d6b4dcc6.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_137_jpg.rf.5e8bda43b7e6e1edc1c4c68a97f303af.jpg,Other
datasets/roboflow/egg-tray-count/train/images34_jpg.rf.02a149fca9ccdef5cb536e2806ab504b.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-304-_jpg.rf.be7f5ab425d49b20dd96695ea90e946c.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_144_jpg.rf.ddbafe62144c241472df1101c063240f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_132_jpg.rf.ae864f990884b3d8e128c5c2d66a3b48.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-21-_jpg.rf.1f302e639b53b9174e4fd014f9fc73b3.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_115_jpg.rf.1d97a774946d44d7e049363e45a73fee.jpg,Other
datasets/roboflow/egg-tray-count/train/images68_jpg.rf.8ce8e35ad42d9cf085acbcdcca2f459e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_71_jpg.rf.9c88e24ed2d9ec4bc3f682b1fdb53e1e.jpg,Other
datasets/roboflow/tetrapak-xczol/train/C_074_jpg.rf.922050270ce97388ce30712cf1e31255.jpg,Other
datasets/roboflow/egg-tray-count/train/images135_jpg.rf.925dca13b2f8383c8e3fb2412e6bdd83.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_4_jpeg.rf.ddee9493e124152d9861490323324eb1.jpg,Other
datasets/roboflow/tetrapak-xczol/test/vina-38-_jpg.rf.f3e18413cb702f846164eb8d96ac9531.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_63_jpg.rf.4118b47289af8a5b9bd3ad09cee9bce6.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/plastic-24-_jpg.rf.2639229fc3ab011344c4de92b880538d.jpg,Other
datasets/roboflow/tetrapak-xczol/train/C_221_jpg.rf.efb7833f93e50edd7050f06831958508.jpg,Other
datasets/roboflow/tetrapak-xczol/train/y3_jpg.rf.b005fa2a26ce149afb1a0dff06d88d8f.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-127-_jpg.rf.ceefe41576d517b7e5577b842405c917.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_20_jpg.rf.a1b53099511d1b3be4a537aaf49ade44.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_80_jpg.rf.baa740b605281a372afa9d8d8fc29d87.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vina-13-_jpeg_jpg.rf.63b1bbb17ebcc5e331541332eb163f3e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_141_jpg.rf.55c1ebbd59cd4a3b385e3dac08929774.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cc117_jpg.rf.9e3ca00fbdb642401504cbce44d1bef1.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_75_jpg.rf.631ab8c07c62c4efa990eec1fd7281f4.jpg,Other
datasets/roboflow/tetrapak-xczol/train/C_082_jpg.rf.da66a3145d1284747c2516fc5aa1e6e3.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_33_jpg.rf.fc964632f034d4662d9e40d106a7e412.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_164_jpg.rf.a28503303a6918c41d7e7dbc61e9f6e3.jpg,Other
datasets/roboflow/tetrapak-xczol/train/klm-200-_jpg.rf.a637df8a339a8cf78d1523ebb5f9f2b5.jpg,Other
datasets/roboflow/tetrapak-xczol/train/juice-37-_jpeg_jpg.rf.1e74d3e3b0c992f31964fad255218f75.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_11_jpg.rf.9f7e0c14f8b2533d54f20c2b01aabc48.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_95_jpg.rf.944ccce4202d8b4d8b750da7aa1386b4.jpg,Other
datasets/roboflow/tetrapak-xczol/train/juice-141-_jpg.rf.854d64f6f5029685105a73e7dae42b7c.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_163_jpg.rf.2350c1824bd824d3f16c1d1c0d53d0a9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_17_jpg.rf.0cc58bdb4363a11b6f5222c75ce1d80b.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-167-_jpg.rf.df9eb5cea0ac075e27fc9e4667f004b8.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cc3_jpg.rf.153ffd3da464127e24d9e11273fab952.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-28-_jpg.rf.b565c4877e0e5d3cb0596b5ab01f510c.jpg,Other
datasets/roboflow/egg-tray-count/train/images15_jpg.rf.4ebdeb1132d934fc39f8dd4cb268c6d1.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/39_jpeg.rf.4aa243e8393afac46b283882dc6a4f8f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b29_jpg.rf.5c9f235be9e298af3bfabca7cd089583.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_129_jpg.rf.ddeb384646f2239bc26169163dc0757c.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_155_jpg.rf.ba11bf0695eb5eefbd204100a8a34d7a.jpg,Other
datasets/roboflow/tetrapak-xczol/train/juice-400-_jpg.rf.5745f2b5038330d5b15642a007652b78.jpg,Other
datasets/roboflow/tetrapak-xczol/test/b52_jpg.rf.e31748829b4866f546885dba84446c2f.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-120-_jpg.rf.ca5e8221cbe1b1f1415f36589c33de79.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-55-_jpg.rf.49da36359fc30f839b5c35f12f98ceec.jpg,Other
datasets/roboflow/tetrapak-xczol/train/B_03_jpg.rf.6e77587ff5ecfca2844c9db1e0ca527c.jpg,Other
datasets/roboflow/egg-tray-count/test/images98_jpg.rf.2fa657c5f6255c96965f4e54c6020bf4.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/7_jpg.rf.06975bda8b95624ba2a1627fab825b80.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_24_jpg.rf.ddf5fc67c9b966b45fd01b96354a757a.jpg,Other
datasets/roboflow/tetrapak-xczol/train/RITA-US-533164335_Pineapple-juice-Prisma-Tetra-pak-200ml_jpg.rf.06b0f243aba6fa31393357a463f57016.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_11_jpg.rf.3e452537b30df9983ce0552c74fb3e47.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/kh-43-_jpg.rf.e0500016642fa3d3950645fa079a630d.jpg,Other
datasets/roboflow/egg-tray-count/train/images88_jpg.rf.728e9ad337930de97d01e49b6bd4e4fd.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-187-_jpg.rf.a70299c42934aacdf4f9606757a705ca.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_1_jpg.rf.5f51ced36e7be950c35d8ae704b94f62.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_34_jpg.rf.ed752be331fb0d68838550758b41a16e.jpg,Other
datasets/roboflow/egg-tray-count/train/images90_jpg.rf.a0b478f0a3485fbcdd7d0b56038972ca.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/7_jpg.rf.7f65fe46ecf40bdfdbdbf986f4f9dcf1.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b33_jpg.rf.51d18904883e5b6a6e0fa4b44bb9a9e9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_133_jpg.rf.30b7470da046a9fe3b7f671d46642c24.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_124_jpg.rf.0af1249946870bfa15f76d1f2265334f.jpg,Other
datasets/roboflow/tetrapak-xczol/test/cc5_jpg.rf.0f16efa8d8a294279c81ab34d602033e.jpg,Other
datasets/roboflow/tetrapak-xczol/train/vina-86-_jpg.rf.9909c1183a953f112494dd0fbbcca86b.jpg,Other
datasets/roboflow/tetrapak-xczol/train/yomost-15-_jpg.rf.28dd8e0ae800a99de010ac43f25afb6f.jpg,Other
datasets/roboflow/tetrapak-xczol/train/milkbox-9-_jpg.rf.a0a29df7e863be63fdebb1ac5a5ab413.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_61_jpg.rf.401b75ac41e8b05e321ad6ead1649023.jpg,Other
datasets/roboflow/tetrapak-xczol/train/trai_cay-42-_jpg.rf.582d625f755e75231284f097e6b3c2c9.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/vina-71-_jpg.rf.7a3c7a30a5103641af0e352b149e63ff.jpg,Other
datasets/roboflow/tetrapak-xczol/test/fruitjuice-64-_jpg.rf.835df7d8238902555149a54e50e81a9a.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-309-_jpg.rf.bca8e0eb2c554e9e3840722a2b7e8f72.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_15_jpg.rf.d6cfbb8626202c1917c688fbf1c183de.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/laciate-36-_jpg.rf.f800185caca7b16cccbfb79f7ef39a59.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_196_jpg.rf.bfe06f6af4b54d38f1f0cb446d073fad.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-19-_jpg.rf.0270dca15e339179b559e57bc0817a8b.jpg,Other
datasets/roboflow/styrofoam-wfuot/train/styrofoam-308-_jpg.rf.4308f76c5400e14addd1edf6924e5cd2.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_32_jpeg.rf.20f71f45929d91d4e65978ff764bc69b.jpg,Other
datasets/roboflow/tetrapak-xczol/train/th_true-14-_jpg.rf.b73448e03fec49e77c0c41556fcfca94.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-242-_jpg.rf.2c712a0d0666cf0bb4e26c817cff3c0f.jpg,Other
datasets/roboflow/egg-tray-count/train/download114_jpg.rf.d65a80f421d369783cda203cb2ed42e8.jpg,Other
datasets/roboflow/tetrapak-xczol/test/th_true-10-_jpeg_jpg.rf.d5b56be1de025a1f442594be22842de4.jpg,Other
datasets/roboflow/egg-tray-count/train/images108_jpg.rf.103c8ebf8ad3dc7b729fc7ee15d22964.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_37_jpg.rf.a7a4a245ee32a93badaf197ac00294b8.jpg,Other
datasets/roboflow/egg-tray-count/train/download113_jpg.rf.c9282ea1973a9d8acc7bc53e7fbd7012.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_138_jpg.rf.25e7bc6819df0f86551e4e7d656f7bda.jpg,Other
datasets/roboflow/tetrapak-xczol/valid/y38_jpg.rf.62bc30e98bef4924e28a9717d5ab5d8d.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_34_jpg.rf.fb1cccb367ac7454ad428c49fbadb926.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_211_jpg.rf.8351e8f34b8e6630a313be5b8dd2a083.jpg,Other
datasets/roboflow/tetrapak-xczol/train/cart-101-_jpg.rf.d86d4f79f8f53680634c4e1e71c9d7b8.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_155_jpg.rf.4f494938ee1526010ce74605b7ec4b7b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_5_jpg.rf.845b4a1fabf1a40a05425885bc310c53.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_45_jpg.rf.4d64a31db87e4765fb212c75ea23f334.jpg,Other
datasets/roboflow/tetrapak-xczol/train/C_001_jpg.rf.2d67685603b591c64f23843eba3e4630.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_183_jpg.rf.1a95a885f87cea2027ce97612db0c2c0.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_28_jpg.rf.77c1293650eeebe7fe7c801c33cb3617.jpg,Other
datasets/roboflow/egg-tray-count/train/download81_jpg.rf.9a17197f707c94cc13b08fc8311bff6a.jpg,Other
datasets/roboflow/egg-tray-count/test/images125_jpg.rf.b5be2598a2d8d1913ab03c7071d66959.jpg,Other
datasets/roboflow/tetrapak-xczol/train/b54_jpg.rf.11cd1cc6c83154dfa630f24a3c617572.jpg,Other
